point_code	grts_ranking	grts_ranking_draw	sac	legacy_site	type	polygon_id	phab	source	is_centroid	measurement_date	valid_sampling_unit	valid_refpoint	valid_type	x_coord	y_coord	select_prob	measured_valid_cycle1	measured_cycle1	selection_step1	source_bwk	jaar_kartering
37905760_1	37905760	37905760	1	0	6510_hus	627843_v2014	28	habitatmap 2020	1	NA	NA	NA	NA	177597.591973471	241358.113583292	0.944378435611725	0	0	0	056	2005
379094_1	379094	379094	1	0	6230_ha	519219_v2018	100	assessment/habitatmap 2020	1	17050	1	1	1	177085.5	217486	0	1	1	1	1710	2017
379222_1	379222	379222	0	0	6230_hn	412737_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	183805.59	189486.11	0.581646621227264	0	0	1	189	2018
37927128_1	37927128	37927128	0	0	6230_hmo	599072_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	175613.591973471	214670.113583292	0.294796198606491	0	0	1	97z	1997
3793526_1	3793526	3793526	1	0	7140_meso	638587_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	216413.591973471	205870.113583292	0.706480145454407	0	0	1	199	2019
379385_1	379385	379385	0	0	91E0_va	666934_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	131197.591973471	169582.113583292	0.203078970313072	0	0	1	987	1998
379438_1	379438	379438	1	0	4030	475125_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	196605.591973471	224878.113583292	0.777390599250793	0	0	1	148	2014
37944624_1	37944624	37944624	1	0	6410_ve	509729_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	187357.591973471	232430.113583292	0.264749944210052	0	0	1	167	2016
3794566_1	3794566	3794566	0	0	6230_ha	532466_v2018	15	habitatmap 2020	1	NA	NA	NA	NA	176957.591973471	174318.113583292	0.118384689092636	0	0	1	1610	2016
3796178_1	3796178	3796178	1	0	6230_hn	559908_v2014	60	habitatmap 2020	1	NA	NA	NA	NA	224541.591973471	194638.113583292	0.55073881149292	0	0	1	087	2008
3796785_1	3796785	3796785	1	0	2190_mp	624541_v2014	100	assessment/habitatmap 2020	1	18451	1	1	1	32381.6	203982.1	0	1	1	1	05l	2005
379694_1	379694	379694	0	0	9190	551564_v2016	20	habitatmap 2020	1	NA	NA	NA	NA	196701.591973471	229102.113583292	0.185794413089752	0	0	1	lb	NA
379798_1	379798	379798	0	0	9190	636873_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	162109.591973471	213486.113583292	0.0221731476485729	0	0	1	985	1998
37983672_1	37983672	37983672	0	0	7140_meso	624810_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	207549.591973471	189070.113583292	0.374244570732117	0	0	0	035	2003
38_2	10184117	38	1	0	2130_hd	581354_v2014	40	assessment/habitatmap 2020	0	18186	1	1	1	55577.1	218674.3	0	1	1	1	049	2004
380018_1	380018	380018	1	0	9160	629896_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	228445.591973471	167854.113583292	0.945067942142487	0	0	1	053	2005
3800694_1	3800694	3800694	0	0	2330_bu	551733_v2016	50	habitatmap 2020	1	NA	NA	NA	NA	210941.591973471	210094.113583292	0.0599812082946301	0	0	1	1412	2014
3800806_1	3800806	3800806	0	0	91E0_vo	561524_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	216445.591973471	184654.113583292	0.608553469181061	0	0	0	049	2004
3801014_1	3801014	3801014	0	0	6230_ha	686704_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	216701.591973471	194062.113583292	0.387077033519745	0	0	1	055	2005
380121_1	380121	380121	0	0	9130_end	629554_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	116413.591973471	162542.113583292	0.26780292391777	0	0	1	054	2005
380169_1	380169	380169	1	0	9190	457592_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	117469.591973471	208462.113583292	0.710136830806732	0	0	1	1410	2014
38017076_1	38017076	38017076	0	0	2180	638175_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	71965.591973471	226222.113583292	0.0468873530626297	0	0	1	056	2005
3802038_1	3802038	3802038	1	0	6230_hn	631377_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	215357.591973471	202190.113583292	0.734207689762115	0	0	0	186	2018
3802674_1	3802674	3802674	0	0	6230_hn	686116_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	234653.591973471	182702.113583292	0.650029480457306	0	0	1	099	2009
3802870_1	3802870	3802870	0	0	2330	590614_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	186941.591973471	208686.113583292	0.284555822610855	0	0	1	988	1998
38029592_1	38029592	38029592	1	0	6510_hus	344920_v2020	60	habitatmap 2020	1	NA	NA	NA	NA	164285.591973471	187438.113583292	0.935340344905853	0	0	0	195	2019
380441_1	380441	380441	1	0	9130_end	475468_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	89885.591973471	161934.113583292	0.524448871612549	0	0	1	144	2014
380498_1	380498	380498	0	0	9190	627174_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	237309.591973471	187886.113583292	0.123494125902653	0	0	1	0611	2006
380529_2	380529	380529	1	0	2130_hd	644280_v2014	60	assessment/habitatmap 2020	0	18463	1	1	1	42397.8	210360.6	0	1	1	1	04l	2004
380534_1	380534	380534	0	0	9190	636767_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	212765.591973471	208558.113583292	0.557449340820312	0	0	1	98z	1998
380638_1	380638	380638	1	0	4010	415008_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	155837.6	228974.1	0.217883542180061	0	0	1	148	2014
38065_1	17503409	38065	1	1	2160	511729_v2020	95	assessment/habitatmap 2020	0	18501	1	1	1	23589.6	199544.1	0	1	1	1	10	2010
3807153_1	3807153	3807153	1	0	2120	638611_v2014	5	assessment/habitatmap 2020	1	18498	0	1	0	30333.6	202190.1	0.0462677925825119	1	1	1	05l	2005
38073_1	38073	38073	1	0	9130_end	375579_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	144669.591973471	155790.113583292	0.847858011722565	0	0	1	186	2018
3807446_1	3807446	3807446	1	0	91E0_vc	562473_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	175133.591973471	217646.113583292	0.970569908618927	0	0	0	175	2017
38091430_1	38091430	NA	0	1	9120	459612_v2018	100	habitatmap 2020	0	NA	NA	NA	NA	195946.5	172687.1	0.738668620586395	0	0	1	139	2013
380974_1	380974	380974	1	0	9160	459616_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	191261.591973471	225294.113583292	0.986059486865997	0	0	0	165	2016
38098_1	38098	38098	1	0	4030	414172_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	218973.591973471	196686.113583292	0.473088473081589	0	0	1	1810	2018
381042_1	381042	381042	1	0	9160	645348_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	233309.591973471	167022.113583292	0.691621840000153	0	0	1	064	2006
3810673_1	3810673	3810673	0	0	2120	590228_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	44445.591973471	211790.113583292	0.261359006166458	0	0	1	04l	2004
3810673_1	3810673	3810673	0	0	2130_hd	590228_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	44445.591973471	211790.113583292	0.261359006166458	0	0	1	04l	2004
38107154_1	38107154	NA	1	1	91E0_vm	551094_v2018	60	habitatmap 2020	0	NA	NA	NA	NA	232942.1	205179.8	0.985574066638947	0	0	0	174	2017
3811458_1	3811458	3811458	1	0	6510_huk	588921_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	251645.6	161422.1	0.24957948923111	0	0	1	067	2006
3812105_1	3812105	3812105	1	0	1330_hpr	588894_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	104893.6	215406.1	0.640983462333679	0	0	1	158	2015
381234_1	381234	381234	1	0	9190	409556_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	222685.591973471	184238.113583292	0.465672343969345	0	0	1	189	2018
3812913_2	58338865	3812913	1	0	2170	638411_v2014	50	assessment/habitatmap 2020	1	18857	0	0	1	30173.6	202222	0.420222967863083	1	1	1	05l	2005
381302_1	381302	381302	0	0	2310	473111_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	212285.591973471	210990.113583292	0.776948690414429	0	0	0	1412	2014
38130409_1	38130409	NA	1	1	91E0_sf	636145_v2020	100	habitatmap 2020	0	NA	NA	NA	NA	143531.6	201073.8	0.613621354103088	0	0	1	13l	2013
381350_1	381350	381350	1	0	6510_hu	646652_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	193405.6	173678.1	0.656812131404877	0	0	0	104	2010
381350_2	381350	381350	1	0	6510_hu	646652_v2014	30	habitatmap 2020	0	NA	NA	NA	NA	193406.583	173680.516	0.656812131404877	0	0	0	104	2010
3815150_1	3815150	3815150	0	0	91E0_vo	474646_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	204317.591973471	222062.113583292	0.0394528657197952	0	0	1	1410	2014
3815217_1	3815217	3815217	0	0	2130_hd	517145_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	36157.591973471	205998.113583292	0.944662630558014	0	0	0	197	2019
381529_1	381529	381529	1	0	91E0_va	539804_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	105661.591973471	183438.113583292	0.184041157364845	0	0	1	184	2018
38154376_1	38154376	38154376	1	0	6230	419968_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	179037.591973471	184846.113583292	0.284101635217667	0	0	0	195	2019
381546_1	381546	381546	1	0	91E0_vm	580556_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	228413.591973471	220526.113583292	0.340382426977158	0	0	1	179	2017
381558_1	381558	381558	1	0	4030	637895_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	214845.591973471	202350.113583292	0.19515860080719	0	0	1	1911	2019
381606_1	381606	381606	0	0	91E0_vn	648896_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	198045.591973471	177230.113583292	0.990985691547394	0	0	1	996	1999
3816374_1	3816374	3816374	1	0	7140_meso	421712_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	214109.591973471	196974.113583292	0.46221199631691	0	0	1	197	2019
381673_1	381673	381673	1	0	91E0_sf	636145_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	143581.6	201166.1	0.19377475976944	0	0	1	13l	2013
3816982_1	3816982	3816982	1	0	91E0_sf	642682_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	153821.6	195854.1	0.711767554283142	0	0	1	14ex	2014
3817078_1	3817078	3817078	0	0	4010	562738_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	212381.591973471	209550.113583292	0.281957268714905	0	0	1	1412	2014
38172496_1	38172496	38172496	1	0	6230	554035_v2018	30	habitatmap 2020	1	NA	NA	NA	NA	242717.591973471	195950.113583292	0.885100245475769	0	0	0	1710	2017
38184096_1	38184096	38184096	0	0	6230_hmo	634467_v2020	40	habitatmap 2020	1	NA	NA	NA	NA	174461.591973471	224942.113583292	0.0383525229990482	0	0	1	1812	2018
38184384_1	38184384	38184384	0	0	7140_mrd	106680_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	73565.591973471	216270.113583292	0.706743359565735	0	0	0	017	2001
381854_1	381854	381854	0	0	91E0_vn	653323_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	177597.591973471	228142.113583292	0.316041231155396	0	0	1	054	2005
38187352_1	38187352	38187352	1	0	6410_ve	413194_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	184605.591973471	191118.113583292	0.263830155134201	0	0	1	188	2018
381878_1	381878	381878	1	0	2310	414757_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	215133.591973471	198222.113583292	0.363271981477737	0	0	1	1810	2018
381881_1	381881	381881	1	0	9130_end	539362_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	145053.591973471	154926.113583292	0.216121897101402	0	0	1	184	2018
3819638_1	3819638	3819638	1	0	7140_oli	474113_v2018	80	habitatmap 2020	1	NA	NA	NA	NA	206173.591973471	217678.113583292	0.953004121780396	0	0	0	1411	2014
381977_1	381977	381977	0	0	9130_end	625298_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	96669.591973471	169422.113583292	0.275412023067474	0	0	1	00v	2000
381998_1	381998	381998	1	0	2310	584006_v2020	80	habitatmap 2020	1	NA	NA	NA	NA	187965.591973471	218894.113583292	0.457250624895096	0	0	1	177	2017
381998_1	381998	381998	1	0	2330_bu	584006_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	187965.591973471	218894.113583292	0.457250624895096	0	0	0	177	2017
3820150_1	3820150	3820150	0	0	6230_ha	590909_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	215357.591973471	209134.113583292	0.399927794933319	0	0	1	176	2017
382086_1	382086	382086	1	0	9160	371161_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	178845.591973471	180334.113583292	0.332653045654297	0	0	1	165	2016
3821286_1	3821286	3821286	0	0	91E0_vo	664110_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	217117.591973471	184622.113583292	0.772834897041321	0	0	1	049	2004
382137_1	382137	382137	1	0	9130_end	529768_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	144029.591973471	156686.113583292	0.330566555261612	0	0	1	184	2018
3821746_2	3821746	3821746	1	0	6230_hnk	674992_v2014	70	assessment/habitatmap 2020	0	18089	1	1	1	241478.2	167411.3	0	1	1	1	11ex	2011
3821746_3	62542002	3821746	1	0	6510_huk	674992_v2014	30	habitatmap 2020	0	NA	NA	NA	NA	241498.23	167434.327	0.921059608459473	0	0	0	11ex	2011
382254_1	382254	382254	1	0	4010	534898_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	188861.6	227406.1	0.107903614640236	0	0	1	178	2017
3823442_1	3823442	3823442	0	0	91E0_vo	623504_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	240669.591973471	197230.113583292	0.701309502124786	0	0	0	037	2003
382430_1	382430	382430	1	0	9190	641125_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	165565.591973471	229486.113583292	0.583209276199341	0	0	0	198	2019
382430_1	382430	382430	1	0	91E0_vo	641125_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	165565.591973471	229486.113583292	0.583209276199341	0	0	0	198	2019
3825202_1	3825202	3825202	0	0	4010	559860_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	228701.591973471	178862.113583292	0.27172440290451	0	0	1	054	2005
38254376_1	38254376	38254376	0	0	6230_hnk	118623_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	207165.591973471	163854.113583292	0.212600618600845	0	0	0	139	2013
38257432_1	38257432	38257432	0	0	6510_hus	113566_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	154877.591973471	186542.113583292	0.623829007148743	0	0	1	118	2011
38262432_1	38262432	38262432	0	0	6230_hmo	560893_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	179197.591973471	223502.113583292	0.950175821781158	0	0	0	1611	2016
382662_1	382662	382662	1	0	9160	456815_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	159581.591973471	181966.113583292	0.441922187805176	0	0	1	984	1998
38267640_1	38267640	38267640	1	0	6230	628866_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	190205.591973471	209582.113583292	0.0186653789132833	0	0	1	189	2018
382742_1	382742	382742	0	0	6510_hu	618103_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	155133.591973471	193902.113583292	0.486755937337875	0	0	1	97z	1997
3827505_1	3827505	3827505	1	0	2130_had	601819_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	37949.6	205678.1	0.506235003471375	0	0	1	027	2002
3827673_1	3827673	3827673	0	0	91E0_vc	173450_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	106845.591973471	163406.113583292	0.466264814138412	0	0	0	184	2018
38279220_1	38279220	38279220	0	0	2180	638175_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	71837.591973471	226222.113583292	0.128436669707298	0	0	1	056	2005
3828018_1	3828018	3828018	1	0	7140_meso	426886_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	225405.591973471	182030.113583292	0.929283201694489	0	0	0	198	2019
38290098_1	38290098	NA	0	1	9160	594315_v2014	60	habitatmap 2020	0	NA	NA	NA	NA	250926.8	159652.3	0.809438467025757	0	0	0	069	2006
3829634_1	3829634	3829634	1	0	6510_huk	590218_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	258333.6	159342.1	0.0667256042361259	0	0	1	065	2006
3829634_2	37384066	3829634	1	0	6510_huk	590218_v2014	100	habitatmap 2020	0	NA	NA	NA	NA	258363.653	159342.499	0.137005940079689	0	0	1	065	2006
38303568_1	38303568	38303568	1	0	6230	543298_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	242333.591973471	195918.113583292	0.831043004989624	0	0	0	1710	2017
3830454_1	3830454	3830454	0	0	91E0_vo	623490_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	210845.591973471	186062.113583292	0.454740047454834	0	0	0	069	2006
3830609_1	3830609	3830609	1	0	91E0_vc	570476_v2018	15	habitatmap 2020	1	NA	NA	NA	NA	40861.591973471	164558.113583292	0.815217852592468	0	0	0	165	2016
3830977_1	3830977	3830977	1	0	9120_qb	458301_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	85405.591973471	205454.113583292	0.0351443774998188	0	0	1	1510	2015
3832530_1	3832530	3832530	1	0	2330_dw	305282_v2016	50	habitatmap 2020	1	NA	NA	NA	NA	222301.591973471	188302.113583292	0.74617874622345	0	0	0	148	2014
3832530_1	3832530	3832530	1	0	6230_ha	305282_v2016	50	habitatmap 2020	1	NA	NA	NA	NA	222301.591973471	188302.113583292	0.74617874622345	0	0	0	148	2014
3832982_1	3832982	3832982	0	0	91E0_vo	582226_v2018	40	habitatmap 2020	1	NA	NA	NA	NA	169149.591973471	205550.113583292	0.768947422504425	0	0	0	1611	2016
3833141_1	3833141	3833141	1	0	1330_da	589867_v2014	95	habitatmap 2020	1	NA	NA	NA	NA	79133.591973471	228334.113583292	0.463401526212692	0	0	1	0210	2002
383346_1	383346	383346	0	0	6510_hu	610137_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	224061.591973471	158510.113583292	0.848068714141846	0	0	1	005	2000
3833822_1	3833822	3833822	1	0	6230_ha	437242_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	159261.591973471	225454.113583292	0.986725628376007	0	0	0	147	2014
3833822_1	3833822	3833822	1	0	6230_hn	437242_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	159261.591973471	225454.113583292	0.986725628376007	0	0	0	147	2014
38338432_1	38338432	38338432	1	0	6230_hnk	583758_v2018	40	habitatmap 2020	1	NA	NA	NA	NA	258269.591973471	159118.113583292	0.0226709619164467	0	0	1	11ex	2011
383609_1	383609	383609	0	0	9130_end	645374_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	140381.591973471	171758.113583292	0.690001428127289	0	0	1	987	1998
38366_1	38366	38366	1	0	9120	530264_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	167325.591973471	228942.113583292	0.328119814395905	0	0	1	176	2017
383718_1	383718	383718	0	0	9160	636708_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	213565.591973471	180590.113583292	0.266694039106369	0	0	1	054	2005
38374520_1	38374520	38374520	0	0	2330_dw	510228_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	207293.591973471	213326.113583292	0.202719017863274	0	0	1	169	2016
383750_1	383750	383750	0	0	9160	371444_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	160253.591973471	157934.113583292	0.213834419846535	0	0	1	987	1998
3837862_1	3837862	3837862	1	0	9120_qb	415872_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	186397.591973471	179822.113583292	0.815267384052277	0	0	1	195	2019
383790_1	383790	383790	1	0	9190	578132_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	194589.591973471	227950.113583292	0.744487941265106	0	0	1	1611	2016
3838098_1	3838098	3838098	1	0	6230	550255_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	242173.591973471	208142.113583292	0.183833241462708	0	0	1	176	2017
383826_1	383826	383826	0	0	9190	581178_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	236125.591973471	194062.113583292	0.311665058135986	0	0	1	0411	2004
3838977_1	3838977	3838977	1	0	2180	637990_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	55485.591973471	218350.113583292	0.401434034109116	0	0	1	044	2004
38390_1	38390	38390	1	0	9190	630250_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	196029.591973471	204014.113583292	0.506450355052948	0	0	1	187	2018
3839921_1	3839921	3839921	0	0	2130_hd	402693_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	31293.591973471	201390.113583292	0.301980376243591	0	0	0	049	2004
3840214_1	3840214	3840214	1	0	91E0_vc	519664_v2018	30	habitatmap 2020	1	NA	NA	NA	NA	175357.591973471	217422.113583292	0.840481340885162	0	0	0	175	2017
38406_1	38406	38406	1	0	9120	419580_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	154429.591973471	161294.113583292	0.973538339138031	0	0	1	11l	2011
384134_1	384134	384134	0	0	9120_qb	622095_v2014	50	habitatmap 2020	1	NA	NA	NA	NA	184573.591973471	183022.113583292	0.204654678702354	0	0	1	0710	2007
3841586_1	3841586	3841586	0	0	6410_mo	614873_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	227101.591973471	178030.113583292	0.495988428592682	0	0	0	075	2007
3841910_1	3841910	3841910	1	0	7140_meso	660459_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	206237.6	204110.1	0.689653038978577	0	0	1	168	2016
3842182_1	3842182	3842182	1	0	6230	420192_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	180317.591973471	185198.113583292	0.62483286857605	0	0	0	195	2019
3842182_1	3842182	3842182	1	0	6410_mo	420192_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	180317.591973471	185198.113583292	0.62483286857605	0	0	0	195	2019
38422808_1	38422808	38422808	1	0	6510_hus	344921_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	164317.591973471	187342.113583292	0.239100649952888	0	0	1	195	2019
3842473_1	3842473	3842473	1	0	91E0_sf	514073_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	130109.6	199150.1	0.335862666368484	0	0	1	13l	2013
3842790_1	3842790	3842790	0	0	91E0_vo	585431_v2016	20	habitatmap 2020	1	NA	NA	NA	NA	212189.591973471	185550.113583292	0.122805751860142	0	0	1	069	2006
384297_1	384297	384297	1	0	91E0_vn	628047_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	145885.591973471	203086.113583292	0.793972134590149	0	0	1	186	2018
3843025_1	3843025	3843025	1	0	6230_hmo	538142_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	50813.591973471	184942.113583292	0.322975099086761	0	0	1	178	2017
38430512_1	38430512	38430512	0	0	2130_had	444374_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	38109.591973471	205646.113583292	0.614914894104004	0	0	1	97	1997
38470_1	38470	38470	0	0	9120	597962_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	172061.591973471	168078.113583292	0.917279005050659	0	0	0	018	2001
384722_1	384722	384722	1	0	9190	442405_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	223453.591973471	190894.113583292	0.74936056137085	0	0	0	1410	2014
38486_1	38486	38486	0	0	9120	649346_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	176509.591973471	198606.113583292	0.804370999336243	0	0	1	987	1998
3848825_1	3848825	3848825	0	0	91E0_vc	651279_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	138685.591973471	172110.113583292	0.914241075515747	0	0	0	987	1998
3849350_1	3849350	3849350	1	0	9120_qb	405927_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	182621.591973471	184590.113583292	0.132744386792183	0	0	1	189	2018
3849641_1	3849641	3849641	1	0	91E0_sf	645590_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	136605.6	198734.1	0.531916558742523	0	0	1	13l	2013
384978_1	384978	384978	1	0	2310	405886_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	234205.6	195470.1	0.186435744166374	0	0	1	146	2014
3850409_1	3850409	3850409	1	0	91E0_sf	182735_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	135773.591973471	192334.113583292	0.579181015491486	0	0	1	13l	2013
38505_1	38505	38505	1	0	9120	502277_v2020	40	habitatmap 2020	1	NA	NA	NA	NA	129053.591973471	214606.113583292	0.812235176563263	0	0	0	156	2015
38505_1	38505	38505	1	0	91E0_vm	502277_v2020	60	habitatmap 2020	1	NA	NA	NA	NA	129053.591973471	214606.113583292	0.812235176563263	0	0	0	156	2015
38505568_1	38505568	38505568	0	0	6510_hus	415245_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	178493.591973471	242062.113583292	0.998610258102417	0	0	0	176	2017
38514_1	38514	38514	1	0	9160	315877_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	222845.591973471	168206.113583292	0.639472007751465	0	0	1	154	2015
385158_1	385158	385158	1	0	9190	357521_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	179837.591973471	184366.113583292	0.0757034718990326	0	0	1	1810	2018
3851858_1	3851858	3851858	0	0	7140_meso	647731_v2014	40	habitatmap 2020	1	NA	NA	NA	NA	239357.591973471	189454.113583292	0.994355082511902	0	0	0	1810	2018
385201_2	63299761	385201	1	0	2130_had	169536_v2020	100	assessment/habitatmap 2020	1	18459	1	1	1	24670	196397.2	0	1	1	1	l	NA
3852594_1	3852594	3852594	0	0	91E0_vo	632902_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	225789.591973471	185806.113583292	0.451518207788467	0	0	0	055	2005
3853033_1	3853033	3853033	1	0	91E0_sf	513939_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	138525.591973471	200494.113583292	0.754848957061768	0	0	1	13l	2013
385385_1	385385	385385	0	0	91E0_vm	489394_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	124669.591973471	213966.113583292	0.965365171432495	0	0	1	1611	2016
3854129_1	3854129	3854129	0	0	2130_hd	601201_v2014	80	habitatmap 2020	1	NA	NA	NA	NA	33501.591973471	204814.113583292	0.0362763293087482	0	0	1	049	2004
3854129_1	3854129	3854129	0	0	2160	601201_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	33501.591973471	204814.113583292	0.0362763293087482	0	0	1	049	2004
385446_1	385446	385446	0	0	9160	636724_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	190109.591973471	174286.113583292	0.982445359230042	0	0	0	023	2002
38545_1	38545	38545	0	0	6510_hua	173695_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	37917.6	183982.1	0.257629781961441	0	0	1	185	2018
38545_2	38545	38545	0	0	6510_hua	173695_v2020	70	habitatmap 2020	0	NA	NA	NA	NA	37918.266	183977.96	0.257629781961441	0	0	1	185	2018
3857134_1	3857134	3857134	0	0	91E0_vo	542544_v2016	50	habitatmap 2020	1	NA	NA	NA	NA	203453.591973471	222766.113583292	0.0430793277919292	0	0	1	1410	2014
3857394_1	3857394	3857394	0	0	6230_ha	420547_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	240925.591973471	180686.113583292	0.912823915481567	0	0	1	196	2019
385758_1	385758	385758	1	0	4010	462953_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	155453.6	232846.1	0.252515405416489	0	0	1	168	2016
3857673_1	3857673	3857673	1	0	6230_hn	509040_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	117789.591973471	207726.113583292	0.289876967668533	0	0	1	1410	2014
